owner,repo,vulnerable_hash,file_name,raw_url,patch_signif
AlistGo,alist,fcbc79cb24971d727c8a0677c7af38c545fc7145,drivers/mediafire/util.go,https://github.com/AlistGo/alist/raw/d0026030cb36782b92feed55903e85ca14ee6ad0/drivers%2Fmediafire%2Futil.go,"['@@ -0,0 +1,620 @@']"
AlistGo,alist,b188288525b9a35c76535139311e7c036dab057e,internal/errs/operate.go,https://github.com/AlistGo/alist/raw/fd693936a13ffa61a5bc2b06e7c58701f51c8c59/internal%2Ferrs%2Foperate.go,[]
AlistGo,alist,b188288525b9a35c76535139311e7c036dab057e,pkg/utils/path.go,https://github.com/AlistGo/alist/raw/fd693936a13ffa61a5bc2b06e7c58701f51c8c59/pkg%2Futils%2Fpath.go,"['@@ -101,3 +101,38 @@']"
AlistGo,alist,b188288525b9a35c76535139311e7c036dab057e,pkg/utils/path_test.go,https://github.com/AlistGo/alist/raw/fd693936a13ffa61a5bc2b06e7c58701f51c8c59/pkg%2Futils%2Fpath_test.go,"['@@ -20,3 +20,49 @@']"
AlistGo,alist,b188288525b9a35c76535139311e7c036dab057e,server/handles/archive.go,https://github.com/AlistGo/alist/raw/fd693936a13ffa61a5bc2b06e7c58701f51c8c59/server%2Fhandles%2Farchive.go,"['@@ -254,11 +254,16 @@']"
AlistGo,alist,b188288525b9a35c76535139311e7c036dab057e,server/handles/fsbatch.go,https://github.com/AlistGo/alist/raw/fd693936a13ffa61a5bc2b06e7c58701f51c8c59/server%2Fhandles%2Ffsbatch.go,"['@@ -185,7 +186,15 @@', '@@ -247,8 +256,16 @@']"
AlistGo,alist,b188288525b9a35c76535139311e7c036dab057e,server/handles/fsmanage.go,https://github.com/AlistGo/alist/raw/fd693936a13ffa61a5bc2b06e7c58701f51c8c59/server%2Fhandles%2Ffsmanage.go,"['@@ -103,14 +103,29 @@', '@@ -155,15 +170,30 @@', '@@ -204,8 +234,16 @@', '@@ -251,7 +289,12 @@']"
AlistGo,alist,225a67528389a50ba2740fdede17186a89118182,server/handles/auth.go,https://github.com/AlistGo/alist/raw/178f2d1cde7b3a0b59194ef82b7d00d9cf3a470a/server%2Fhandles%2Fauth.go,[]
AlistGo,alist,2b79a39e8364ee6f218aaa4ac1f90d63956eca00,internal/errs/operate.go,https://github.com/AlistGo/alist/raw/1328690016c3ffdc06e33949d3595113b59645eb/internal%2Ferrs%2Foperate.go,[]
AlistGo,alist,2b79a39e8364ee6f218aaa4ac1f90d63956eca00,pkg/utils/path.go,https://github.com/AlistGo/alist/raw/1328690016c3ffdc06e33949d3595113b59645eb/pkg%2Futils%2Fpath.go,"['@@ -101,3 +101,38 @@']"
AlistGo,alist,2b79a39e8364ee6f218aaa4ac1f90d63956eca00,pkg/utils/path_test.go,https://github.com/AlistGo/alist/raw/1328690016c3ffdc06e33949d3595113b59645eb/pkg%2Futils%2Fpath_test.go,"['@@ -20,3 +20,49 @@']"
AlistGo,alist,2b79a39e8364ee6f218aaa4ac1f90d63956eca00,server/handles/archive.go,https://github.com/AlistGo/alist/raw/1328690016c3ffdc06e33949d3595113b59645eb/server%2Fhandles%2Farchive.go,"['@@ -254,11 +254,16 @@']"
AlistGo,alist,2b79a39e8364ee6f218aaa4ac1f90d63956eca00,server/handles/fsbatch.go,https://github.com/AlistGo/alist/raw/1328690016c3ffdc06e33949d3595113b59645eb/server%2Fhandles%2Ffsbatch.go,"['@@ -185,7 +186,15 @@', '@@ -247,8 +256,16 @@']"
AlistGo,alist,2b79a39e8364ee6f218aaa4ac1f90d63956eca00,server/handles/fsmanage.go,https://github.com/AlistGo/alist/raw/1328690016c3ffdc06e33949d3595113b59645eb/server%2Fhandles%2Ffsmanage.go,"['@@ -103,14 +103,29 @@', '@@ -155,15 +170,30 @@', '@@ -204,8 +234,16 @@', '@@ -251,7 +289,12 @@']"
AlistGo,alist,81a7f28ba2dea62873dfcfd782928ac2acd0c52c,drivers/123_open/driver.go,https://github.com/AlistGo/alist/raw/35d322443b1ba8b3fa9c2ed7421111808d86b6de/drivers%2F123_open%2Fdriver.go,"['@@ -89,8 +90,24 @@']"
AlistGo,alist,81a7f28ba2dea62873dfcfd782928ac2acd0c52c,drivers/123_open/meta.go,https://github.com/AlistGo/alist/raw/35d322443b1ba8b3fa9c2ed7421111808d86b6de/drivers%2F123_open%2Fmeta.go,"['@@ -8,8 +8,11 @@']"
AlistGo,alist,81a7f28ba2dea62873dfcfd782928ac2acd0c52c,drivers/123_open/sign.go,https://github.com/AlistGo/alist/raw/35d322443b1ba8b3fa9c2ed7421111808d86b6de/drivers%2F123_open%2Fsign.go,"['@@ -0,0 +1,27 @@']"
AlistGo,alist,4f8bc478d51c6885f168571b718e7341ec8a2653,drivers/gofile/driver.go,https://github.com/AlistGo/alist/raw/d17889bf8e592192eb321aa2bd640c1bf97dfadf/drivers%2Fgofile%2Fdriver.go,"['@@ -97,9 +98,18 @@']"
AlistGo,alist,4f8bc478d51c6885f168571b718e7341ec8a2653,drivers/gofile/meta.go,https://github.com/AlistGo/alist/raw/d17889bf8e592192eb321aa2bd640c1bf97dfadf/drivers%2Fgofile%2Fmeta.go,"['@@ -1,26 +1,28 @@']"
AlistGo,alist,4f8bc478d51c6885f168571b718e7341ec8a2653,drivers/gofile/types.go,https://github.com/AlistGo/alist/raw/d17889bf8e592192eb321aa2bd640c1bf97dfadf/drivers%2Fgofile%2Ftypes.go,[]
AlistGo,alist,4f8bc478d51c6885f168571b718e7341ec8a2653,drivers/gofile/util.go,https://github.com/AlistGo/alist/raw/d17889bf8e592192eb321aa2bd640c1bf97dfadf/drivers%2Fgofile%2Futil.go,"['@@ -10,10 +10,12 @@', '@@ -199,6 +202,11 @@']"
